,STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,OCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,EC_LO_OT,EC_ST,ELECCOLL,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,ELINFO,ELCONT,TOTCOLL,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOMATCH,GEO_ID,Total,White,Black,AIAN,Asian,Hawaiian,Other,Two,White_pct,Black_pct,AIAN_pct,Asian_pct,Hawaiian_pct,Other_pct,Two_pct,Poverty,White_pov,Black_pov,Median_Income,NAME,STATE_POVERTY_RANKING,STATE_INCOME_RANKING,TOTATTEN_RANKING,SALARIES_RANKING,HRS_OPEN_RANKING,BKVOL_RANKING,PITUSR_RANKING
715,MI,MI9009,MI9009-002,DELTA TOWNSHIP DISTRICT LIBRARY,5130 DAVENPORT DRIVE,LANSING,48917,5904,5130 DAVENPORT DRIVE,LANSING,48917,5904,EATON,5173214014,ME,LD,SO,Y,CI2,N,01/01/2018,12/31/2018,32799,32799,1,0,0,4.0,9.9,5.85,15.75,1610612,24052,0,63226,1697890,636685,186889,823574,55588,27288,7354,90230,754004,1667808,0,0,0,51769,51769,0,57542,21403,6313,7132,6084,0,2,0,2,150,2808,158602,21042,32127,290519,93051,49854,240665,14942,64796,305461,11298,15882,696,364,19,16957,13378,181,35,22407,44752,82000,2019,3,1,0,0,0,-84.6203,42.74682,26,45,84800,110268,21,21,201.03,2009,2607,29620,0,A,1400000US26045020103,4221,2833,698,41,167,3,116,363,0.6711679696754324,0.16536365790097132,0.009713338071547027,0.039564084340203746,0.0007107320540156361,0.027481639421937928,0.08599857853589196,7.8,6.0,7.8,63986.0,DELTA TOWNSHIP DISTRICT LIBRARY,24.0,16.0,31,32,25,28,32
716,MI,MI9012,MI9012-002,PATMOS LIBRARY,2445 RILEY STREET,JAMESTOWN,49427,M,P. O. BOX 87,JAMESTOWN,49427,0087,OTTAWA,6168969798,ME,CI,SO,Y,CI1,N,04/01/2018,03/31/2019,7034,7034,1,0,0,0.0,3.6,0.8,4.4,165285,5983,0,15693,186961,72037,4941,76978,16102,2145,0,18247,85872,181097,40000,0,0,0,40000,9307,41517,7955,848,3218,2621,0,0,0,0,21,1812,25189,5345,4488,106187,63522,8294,97893,6240,14534,112427,4004,5460,126,114,12,2113,1867,246,7,780,5942,7520,2019,3,1,0,0,0,-85.8433,42.82608,26,139,M,291830,21,21,230.01,2045,2602,24340,0,A,1400000US26139023001,7654,6937,85,19,128,5,90,390,0.9063234909851058,0.011105304415991639,0.0024823621635746015,0.016723281944081524,0.0006532532009406846,0.011758557616932322,0.0509537496733734,2.7,2.7,100.0,91250.0,PATMOS LIBRARY,36.0,4.0,9,7,5,23,2
717,MI,MI9026,MI9029,BATH TOWNSHIP PUBLIC LIBRARY,14033 WEBSTER ROAD,BATH,48808,M,P.O. BOX 368,BATH,48808,0368,CLINTON,5176417111,ME,CI,SO,Y,CI1,N,01/01/2018,12/31/2018,11598,11598,1,0,0,1.0,2.63,1.1,3.73,336473,0,0,2126,338599,77606,7168,84774,14739,1000,5899,21638,23888,130300,0,0,0,0,0,53535,20700,0,75,0,280,0,2,0,2,17,2076,7125,650,1881,6619,3209,0,6619,320,320,6939,68,84,126,63,48,891,700,41,8,1832,1600,1173,2019,3,1,0,0,0,-84.4483,42.8128,26,37,05880,79595,21,21,111.01,2022,2604,29620,0,A,1400000US26037011101,4173,3708,47,9,36,1,52,320,0.888569374550683,0.011262880421758926,0.002156721782890007,0.008626887131560028,0.00023963575365444525,0.012461059190031152,0.07668344116942248,5.4,4.7,7.3,77990.0,BATH TOWNSHIP PUBLIC LIBRARY,29.0,7.0,3,10,9,10,6
718,MN,MN0020,A1900,HOYT LAKES PUBLIC LIBRARY,206 KENNEDY MEMORIAL DR,HOYT LAKES,55750,1150,206 KENNEDY MEMORIAL DR,HOYT LAKES,55750,1150,ST. LOUIS,2182252412,ME,CI,SO,Y,CI1,N,01/01/2019,12/31/2019,2000,1891,1,0,0,0.0,1.0,0.8,1.8,163400,0,0,1608,165008,-9,-9,-9,11078,146,4579,15803,-9,157959,0,0,0,0,0,0,19628,44384,461,12978,2854,0,6,50,56,4,1871,13663,462,750,17029,2052,1639,15390,74,1713,17103,3952,1516,82,42,15,1318,718,75,6,2752,914,9665,2019,4,1,0,0,0,-92.1463,47.51928,27,137,30302,199070,43,43,140.0,1045,2708,20260,0,A,1400000US27137001400,2410,1971,113,72,41,4,32,177,0.8178423236514523,0.04688796680497925,0.02987551867219917,0.01701244813278008,0.0016597510373443983,0.013278008298755186,0.07344398340248963,29.4,27.1,100.0,31909.0,HOYT LAKES PUBLIC LIBRARY,1.0,19.0,5,1,4,6,5
719,MN,MN0032,G0000,GREAT RIVER REGIONAL LIBRARY,1300 WEST ST. GERMAIN ST.,ST CLOUD,56301,3414,1300 WEST ST. GERMAIN ST.,ST CLOUD,56301,3414,STEARNS,3206502500,HQ,MJ,MO,Y,MC1,N,01/01/2019,12/31/2019,490206,463416,1,31,0,13.24,37.94,133.72,171.66,7242857,1981600,75411,748870,10048738,5716336,1298533,7014869,593266,166987,199130,959383,1342740,9316992,97764,0,0,0,97764,55138,688084,37449,67443,4954,75365,0,17,50,67,875,49362,1197924,163822,110581,3065799,1100631,213036,2852763,71140,284176,3136939,32471,19415,4547,2820,374,112752,87954,5766,281,131312,93131,1287104,2019,4,1,0,0,0,-94.1674,45.55717,27,145,56896,161075,13,42,6.02,2046,2706,41060,0,A,1400000US27145000602,2922,2197,342,18,57,2,65,241,0.7518822724161534,0.11704312114989733,0.006160164271047228,0.019507186858316223,0.0006844626967830253,0.022245037645448322,0.08247775496235456,13.1,14.9,4.2,46716.0,GREAT RIVER REGIONAL LIBRARY,6.0,17.0,17,15,18,18,15
720,MN,MN0035,M0200,ANOKA COUNTY LIBRARY,707 COUNTY RD 10 NE,BLAINE,55434,2332,707 COUNTY RD 10 NE,BLAINE,55434,2332,ANOKA,7633241500,ME,CO,MA,Y,CO1,N,01/01/2019,12/31/2019,331854,313718,1,7,0,21.9,27.5,58.85,86.35,7896758,0,0,788031,8684789,4073702,1559363,5633065,605497,223931,171122,1000550,1898619,8532234,124514,0,0,0,124514,4719710,299645,111740,41269,24655,44738,0,26,50,76,945,16988,730819,69851,154304,2214457,1023731,296302,1918155,332671,628973,2547128,14622,16067,2106,1418,216,49016,40818,3654,136,116590,212535,1169989,2019,4,1,0,0,0,-93.2529,45.12643,27,3,06382,356921,21,21,508.11,2025,2706,33460,0,A,1400000US27003050811,3008,2397,142,27,105,0,100,237,0.796875,0.04720744680851064,0.008976063829787235,0.03490691489361702,0.0,0.03324468085106383,0.07878989361702128,12.7,3.9,96.5,64901.0,ANOKA COUNTY LIBRARY,7.0,8.0,14,14,14,14,14
721,MN,MN0037,M0230,COLUMBIA HEIGHTS PUBLIC LIBRARY,3939 CENTRAL AVENUE NE,COLUMBIA HEIGHTS,55421,3932,3939 CENTRAL AVENUE NE,COLUMBIA HEIGHTS,55421,3932,ANOKA,7637063690,ME,CI,SO,Y,CI1,N,01/01/2019,12/31/2019,20840,19701,1,0,0,3.56,3.56,5.47,9.03,955095,0,8691,42850,1006636,490107,143028,633135,53875,7215,12952,74042,279413,986590,0,0,0,0,0,0,45406,111740,4038,24655,4130,0,26,50,76,87,2681,118650,15730,20612,137978,63977,10798,127180,4962,15760,142940,465,898,417,184,41,9000,6981,383,24,46390,42749,5022,2019,4,2,0,0,0,-93.2471,45.03931,27,3,12700,356921,21,21,515.01,2020,2705,33460,0,A,1400000US27003051501,3335,1706,854,80,164,0,257,274,0.511544227886057,0.256071964017991,0.0239880059970015,0.049175412293853075,0.0,0.07706146926536732,0.08215892053973013,13.2,11.3,19.0,44263.0,COLUMBIA HEIGHTS PUBLIC LIBRARY,5.0,18.0,9,10,10,8,13
722,MN,MN0039,M0400,DAKOTA COUNTY LIBRARY,1340 WESCOTT ROAD,EAGAN,55123,1029,1340 WESCOTT ROAD,EAGAN,55123,1029,DAKOTA,6514502900,ME,CO,MO,Y,CO1,N,01/01/2019,12/31/2019,425423,402173,0,9,0,56.09,56.09,73.53,129.62,12744696,0,0,1075349,13820045,8016475,2505588,10522063,1281934,697871,233826,2213631,1084351,13820045,0,0,0,0,0,0,596738,132477,54683,31214,55901,0,25,50,75,1208,25429,1525865,64467,398268,4321819,1991210,709051,3612768,79957,789008,4401776,13753,33105,2572,1479,0,62073,50941,0,245,207113,541489,2335079,2019,4,1,0,0,0,-93.1633,44.81887,27,37,17288,429021,13,21,607.29,1004,2702,33460,0,A,1400000US27037060729,3930,3047,141,4,440,0,45,253,0.7753180661577608,0.03587786259541985,0.0010178117048346056,0.11195928753180662,0.0,0.011450381679389313,0.06437659033078881,2.3,1.8,17.5,116778.0,DAKOTA COUNTY LIBRARY,19.0,2.0,15,17,16,16,16
723,MN,MN0040,M0490,SOUTH SAINT PAUL PUBLIC LIBRARY,106 3RD AVENUE N,SOUTH ST PAUL,55075,2002,106 3RD AVE. N.,SOUTH ST PAUL,55075,2002,DAKOTA,6515543240,ME,CI,SO,Y,CI1,N,01/01/2019,12/31/2019,20878,19737,1,0,0,3.0,3.0,4.23,7.23,775223,0,7301,19767,802291,419586,145046,564632,58208,4000,11753,73961,163698,802291,0,0,0,0,0,0,54932,132477,3512,31214,3014,0,25,50,75,135,2654,67532,5564,421722,109962,44598,13809,96153,6415,20224,116377,38755,14022,430,347,15,8563,7920,75,10,8870,7408,17971,2019,4,1,0,0,0,-93.0371,44.89088,27,37,61492,429021,21,21,603.01,1023,2702,33460,0,A,1400000US27037060301,4437,3149,361,60,101,6,304,456,0.7097137705656975,0.0813612801442416,0.013522650439486139,0.02276312823980167,0.001352265043948614,0.06851476222672977,0.10277214334009466,17.4,14.1,91.5,53750.0,SOUTH SAINT PAUL PUBLIC LIBRARY,3.0,12.0,8,9,9,11,9
724,MN,MN0041,M0500,HENNEPIN COUNTY LIBRARY,12601 RIDGEDALE DRIVE,MINNETONKA,55305,1914,12601 RIDGEDALE DRIVE,MINNETONKA,55305,1914,HENNEPIN,6125438500,ME,CO,MO,Y,CO1,N,01/01/2019,12/31/2019,1261104,1192183,1,39,0,162.3,266.4,339.0,605.4,75351317,12669,79296,7047770,82491052,33515099,11808514,45323613,4093426,2931337,1130589,8155352,26825969,80304934,18923404,0,0,0,18923404,23740905,4202126,343810,149908,99607,123367,3062,121,50,171,6633,99320,5158774,902787,810300,17744100,7110838,3490936,14253164,1916642,5407578,19660742,51595,50685,11325,5767,1156,214489,146730,13440,1864,1537636,2816542,11992910,2019,4,1,0,0,0,-93.4398,44.96556,27,53,43252,1265843,13,21,264.04,2004,2703,33460,0,A,1400000US27053026404,5598,4862,137,20,240,0,60,279,0.8685244730260807,0.024473026080743122,0.0035727045373347625,0.04287245444801715,0.0,0.010718113612004287,0.04983922829581994,2.9,2.8,0.0,126660.0,HENNEPIN COUNTY LIBRARY,18.0,1.0,19,19,19,19,19
725,MN,MN0043,M0700,RAMSEY COUNTY LIBRARY,4560 N VICTORIA ST,SHOREVIEW,55126,5800,4560 N VICTORIA ST,SHOREVIEW,55126,5800,RAMSEY,6514862200,ME,CO,MO,Y,CO1,N,01/01/2019,12/31/2019,242515,229261,1,6,0,38.7,41.7,58.7,100.4,11506728,27327,23949,1162265,12720269,5857192,2141447,7998639,710988,262391,281623,1255002,3566971,12820612,3006896,0,0,0,3006896,2683763,461008,123236,31769,23861,60824,0,20,50,70,708,17442,1412654,263913,313567,3375777,1342467,400942,2974835,282236,683178,3658013,17811,17116,3953,1653,856,120678,70897,12990,342,238845,621782,3561397,2019,4,1,0,0,0,-93.1354,45.08009,27,123,59998,550321,21,21,407.07,2015,2704,33460,0,A,1400000US27123040707,4555,3875,81,15,293,0,49,242,0.8507135016465422,0.01778265642151482,0.003293084522502744,0.06432491767288694,0.0,0.010757409440175631,0.05312843029637761,3.7,3.6,0.0,102250.0,RAMSEY COUNTY LIBRARY,17.0,3.0,18,16,15,15,17
726,MN,MN0044,M0800,SAINT PAUL PUBLIC LIBRARY,90 WEST FOURTH STREET,SAINT PAUL,55102,1605,90 WEST FOURTH STREET,SAINT PAUL,55102,1605,RAMSEY,6512667000,ME,CI,MA,Y,CI1,N,01/01/2019,12/31/2019,313010,295904,1,12,1,34.0,34.0,143.1,177.1,18786308,0,0,1645910,20432218,9751822,3663839,13415661,718274,436862,237523,1392659,4946197,19754517,0,0,0,0,0,0,675081,152837,39707,21273,66545,0,25,50,75,667,35412,1997933,129954,304911,2499389,891319,461044,2038345,438260,899304,2937649,23767,19108,5919,2004,550,78664,49999,8699,459,281310,210687,2742440,2019,4,1,0,0,0,-93.0966,44.9441,27,123,58000,550321,11,11,342.01,1058,2704,33460,0,A,1400000US27123034201,3574,2504,467,59,207,2,71,264,0.7006155567991047,0.1306659205372132,0.01650811415780638,0.05791829882484611,0.0005595970900951316,0.019865696698377167,0.07386681589255736,18.8,14.0,21.3,59301.0,SAINT PAUL PUBLIC LIBRARY,2.0,9.0,16,18,17,17,18
727,MN,MN0047,M1020,BAYPORT PUBLIC LIBRARY,582 N 4TH STREET,BAYPORT,55003,1111,582 N 4TH STREET,BAYPORT,55003,1111,WASHINGTON,6512754416,ME,CI,SO,Y,CI1,N,01/01/2019,12/31/2019,3832,3623,1,0,0,1.0,1.0,1.9,2.9,175000,0,0,172989,347989,169952,35059,205011,37967,1478,9459,48904,89705,343620,0,0,0,0,0,0,23273,91959,1906,18202,2567,0,16,50,66,68,2495,44304,4186,3009,67981,31631,2698,65283,45,2743,68026,44285,13270,236,160,0,3575,2607,0,8,3027,4620,9341,2019,4,1,0,0,0,-92.781,45.02124,27,163,04114,262440,21,21,707.04,1056,2704,33460,0,A,1400000US27163070704,2510,2273,23,13,38,0,22,141,0.9055776892430278,0.009163346613545816,0.0051792828685258965,0.015139442231075698,0.0,0.008764940239043825,0.05617529880478088,5.3,5.4,8.3,78221.0,BAYPORT PUBLIC LIBRARY,16.0,5.0,7,7,8,7,7
728,MN,MN0049,M1040,STILLWATER PUBLIC LIBRARY,224 THIRD STREET NORTH,STILLWATER,55082,4832,224 THIRD STREET NORTH,STILLWATER,55082,4832,WASHINGTON,6512754338,ME,CI,SO,Y,CI1,N,01/01/2019,12/31/2019,19915,18827,1,0,0,3.4,3.4,11.88,15.28,1325492,0,0,214473,1539965,818703,212672,1031375,92389,8330,14955,115674,296862,1443911,127360,0,0,6735,134095,140308,75073,92170,6525,18456,4769,0,16,50,66,148,2855,143844,7332,17443,372483,192704,40342,332141,17150,57492,389633,63695,52826,400,301,49,12921,10617,167,22,12615,16064,82469,2019,4,1,0,0,0,-92.8093,45.05722,27,163,62824,262440,21,21,705.02,3022,2704,33460,0,A,1400000US27163070502,4035,3671,35,15,33,4,53,224,0.9097893432465923,0.008674101610904586,0.0037174721189591076,0.008178438661710037,0.0009913258983890955,0.013135068153655513,0.05551425030978934,8.1,8.7,0.0,85688.0,STILLWATER PUBLIC LIBRARY,14.0,4.0,11,13,11,13,10
729,MN,MN0054,P0350,IVANHOE PUBLIC LIBRARY,401 N HAROLD,IVANHOE,56142,9599,PO BOX 25,IVANHOE,56142,0025,LINCOLN,5076941555,ME,CI,SO,Y,CI1,N,01/01/2019,12/31/2019,1904,1800,1,0,0,0.0,0.75,0.1,0.85,42942,0,0,3810,46752,-9,-9,-9,2749,360,721,3830,-9,44920,0,0,0,0,0,0,11289,28118,440,9406,1287,0,0,50,50,32,1227,7456,352,369,11539,5204,281,11258,97,378,11636,1056,1942,63,30,2,863,512,25,4,2835,984,-1,2019,4,2,0,0,0,-96.2459,44.46346,27,81,31526,5639,43,43,2010.01,2159,2707,-4,N,A,1400000US27081201001,2944,2851,5,12,8,0,11,57,0.9684103260869565,0.0016983695652173913,0.004076086956521739,0.002717391304347826,0.0,0.003736413043478261,0.01936141304347826,9.1,8.4,0.0,54120.0,IVANHOE PUBLIC LIBRARY,12.0,10.0,3,2,2,3,6
730,MN,MN0131,P1400,HENDRICKS: SIVERSON PUBLIC LIBRARY,100 W GARFIELD STREET,HENDRICKS,56136,9551,100 W GARFIELD STREET,HENDRICKS,56136,9551,LINCOLN,5072753979,ME,CI,SO,Y,CI1,N,01/01/2019,12/31/2019,895,846,1,0,0,0.0,0.0,0.5,0.5,29833,0,0,1430,31263,-9,-9,-9,1104,0,1959,3063,-9,28892,0,0,0,0,0,0,6900,28118,100,9406,145,0,0,50,50,10,960,2694,244,178,2507,657,222,2285,0,222,2507,310,639,39,20,2,345,161,8,5,280,0,-1,2019,4,2,0,0,0,-96.4253,44.50716,27,81,28430,5639,43,43,2010.01,3330,2707,-4,N,A,1400000US27081201001,2944,2851,5,12,8,0,11,57,0.9684103260869565,0.0016983695652173913,0.004076086956521739,0.002717391304347826,0.0,0.003736413043478261,0.01936141304347826,9.1,8.4,0.0,54120.0,HENDRICKS  SIVERSON PUBLIC LIBRARY,13.0,11.0,1,3,1,1,1
731,MN,MN0056,P0430,LAKE BENTON PUBLIC LIBRARY,110 EAST BENTON ST,LAKE BENTON,56149,1309,PO BOX 377,LAKE BENTON,56149,0377,LINCOLN,5073684641,ME,CI,SO,Y,CI1,N,01/01/2019,12/31/2019,1420,1342,1,0,0,0.0,0.75,0.25,1.0,42000,0,0,11713,53713,-9,-9,-9,2000,0,900,2900,-9,30625,9000,0,0,0,9000,9000,10036,28118,287,9406,1297,0,0,50,50,36,1900,7335,521,475,8280,3062,660,7620,6,666,8286,568,1994,167,58,41,2384,1602,131,4,1387,2486,-1,2019,4,2,0,0,15,-96.2867,44.26095,27,81,34100,5639,43,43,2010.02,1293,2707,-4,N,A,1400000US27081201002,2696,2555,5,9,14,0,22,91,0.9477002967359051,0.00185459940652819,0.0033382789317507417,0.0051928783382789315,0.0,0.008160237388724036,0.033753709198813056,12.7,12.7,0.0,51792.0,LAKE BENTON PUBLIC LIBRARY,8.0,13.0,6,4,5,2,2
732,MN,MN0064,P1050,TYLER PUBLIC LIBRARY,230 TYLER STREET N,TYLER,56178,1161,PO BOX L,TYLER,56178,0461,LINCOLN,5072475556,ME,CI,SO,Y,CI1,N,01/01/2019,12/31/2019,1861,1759,1,0,0,0.0,1.0,0.0,1.0,76693,0,0,3139,79832,-9,-9,-9,8514,0,476,8990,-9,78275,0,0,0,0,0,0,13969,28118,72,9406,650,0,0,50,50,36,2019,7800,1500,920,18192,4989,1340,16852,720,2060,18912,614,1570,57,21,3,611,274,20,5,2250,1000,-1,2019,4,1,0,0,0,-96.1346,44.27888,27,81,66046,5639,43,43,2010.02,2074,2707,-4,N,A,1400000US27081201002,2696,2555,5,9,14,0,22,91,0.9477002967359051,0.00185459940652819,0.0033382789317507417,0.0051928783382789315,0.0,0.008160237388724036,0.033753709198813056,12.7,12.7,0.0,51792.0,TYLER PUBLIC LIBRARY,9.0,14.0,2,5,6,5,4
733,MN,MN0084,S1200,NORTHFIELD PUBLIC LIBRARY,210 WASHINGTON ST.,NORTHFIELD,55057,2055,210 WASHINGTON ST,NORTHFIELD,55057,2055,RICE,5076456606,ME,CI,SO,Y,CI2,N,01/01/2019,12/31/2019,27110,25628,1,0,0,4.12,5.49,8.68,14.17,1347562,0,0,66846,1414408,818211,208429,1026640,76326,31826,18851,127003,329478,1483121,0,0,0,9672,9672,525,51161,37116,4603,10694,9378,23536,13,50,63,154,3143,175610,9256,18149,340018,142136,31514,308504,23512,55026,363530,12376,40508,502,257,66,16338,9056,537,20,15094,99779,144161,2019,4,1,0,0,0,-93.1586,44.45831,27,131,46924,66972,32,32,705.01,1008,2702,22060,1,A,1400000US27131070501,4092,3065,138,0,355,0,336,198,0.7490224828934506,0.03372434017595308,0.0,0.08675464320625612,0.0,0.08211143695014662,0.04838709677419355,10.2,9.6,100.0,66188.0,NORTHFIELD PUBLIC LIBRARY,11.0,7.0,13,12,12,10,11
734,MN,MN0089,S1700,RED WING PUBLIC LIBRARY,225 EAST AVENUE,RED WING,55066,2204,225 EAST AV,RED WING,55066,2204,GOODHUE,6513853673,ME,CI,SO,Y,CI1,N,01/01/2019,12/31/2019,21222,20062,1,0,0,5.0,5.0,4.8,9.8,1284726,0,0,133714,1418440,629559,272125,901684,94386,24364,25600,144350,246976,1293010,55758,0,0,0,55758,55758,68719,37108,3994,4241,5537,0,6,50,56,212,2476,142247,17836,12998,236406,84200,18686,217720,4196,22882,240602,16604,16109,358,220,27,11138,9881,292,19,18879,9245,598793,2019,4,1,0,0,0,-92.5359,44.56448,27,49,53620,46340,32,32,801.01,1007,2702,39860,1,A,1400000US27049080101,4036,3504,102,57,37,3,119,214,0.8681863230921705,0.02527254707631318,0.014122893954410307,0.009167492566897919,0.0007433102081268583,0.029484638255698713,0.05302279484638256,17.4,11.7,91.8,49467.0,RED WING PUBLIC LIBRARY,4.0,15.0,10,11,7,12,12
735,MN,MN9024,S0302,BROWNSDALE PUBLIC LIBRARY,103 E MAIN ST,BROWNSDALE,55918,8817,PO BOX 302,BROWNSDALE,55918,0302,MOWER,5075679951,ME,CI,SO,Y,CI1,N,01/01/2019,12/31/2019,676,639,1,0,0,0.0,0.75,0.25,1.0,50730,0,0,12004,62734,-9,-9,-9,6232,850,5960,13042,-9,50369,620,0,0,0,620,200,13115,37108,96,4241,3032,0,3,50,53,5,1860,6942,68,330,8530,4276,1268,7262,821,2089,9351,4484,849,54,44,2,889,764,5,4,1976,1465,-1,2019,4,1,0,0,0,-92.8692,43.74081,27,99,08164,40062,42,42,10.0,3041,2701,12380,1,A,1400000US27099000100,2371,1902,103,4,146,14,99,103,0.8021931674398988,0.043441585828764236,0.001687051876845213,0.061577393504850274,0.005904681568958245,0.04175453395191902,0.043441585828764236,12.1,13.2,100.0,49167.0,BROWNSDALE PUBLIC LIBRARY,10.0,16.0,4,6,3,4,3
736,MN,MN9027,T0608,NORTH MANKATO TAYLOR LIBRARY,1001 BELGRADE AVE,NORTH MANKATO,56003,3502,PO BOX 2055,NORTH MANKATO,56003,2055,NICOLLET,5073455120,ME,CI,MO,Y,MC2,N,01/01/2019,12/31/2019,16236,15349,1,0,1,1.0,7.0,1.0,8.0,674384,0,0,41162,715546,325389,113841,439230,48543,68534,11349,128426,166659,734315,0,0,0,0,0,122146,48178,36772,2981,3773,6239,0,2,50,52,104,3710,100826,6305,17330,171773,85148,21241,150532,1976,23217,173749,0,1713,731,477,78,14155,10303,856,16,8329,0,-1,2019,4,2,0,0,0,-94.0268,44.16874,27,103,47068,34274,23,23,4805.01,3026,2701,31860,0,A,1400000US27103480501,7013,5955,517,17,113,2,99,310,0.849137316412377,0.07372023385141879,0.002424069585056324,0.01611293312419792,0.00028518465706544986,0.014116640524739769,0.04420362184514473,7.9,5.9,45.9,71143.0,NORTH MANKATO TAYLOR LIBRARY,15.0,6.0,12,8,13,9,8
737,MO,MO0035,MO0035,SAINT CHARLES CITY-COUNTY LIBRARY DISTRICT,77 BOONE HILLS DR,ST. PETERS,63376,2410,PO BOX 529,ST. PETERS,63376,0091,ST. CHARLES,6364412300,NO,LD,MA,Y,CO1,N,07/01/2018,06/30/2019,360485,360485,0,12,0,23.03,23.03,170.0,193.03,18901129,183984,43561,1068458,20197132,9530605,2221042,11751647,1078162,1596108,417262,3091532,3508293,18351472,0,0,0,0,0,520369,550810,107192,60354,84548,99069,28650,107,12,119,1532,37944,1743662,264030,152683,5878496,2441626,743319,5135177,214119,957438,6092615,6008,7352,7578,2904,945,153380,96501,14540,206,167432,92487,1837596,2019,4,1,0,0,0,-90.5991,38.7846,29,183,65126,402022,21,21,3112.03,1018,2903,41180,0,A,1400000US29183311203,6154,5105,359,12,150,5,79,444,0.8295417614559636,0.058336041598960026,0.0019499512512187196,0.024374390640233994,0.0008124796880077998,0.012837179070523237,0.07214819629509263,2.3,2.3,0.0,84531.0,SAINT CHARLES CITY COUNTY LIBRARY DISTRICT,11.0,1.0,11,11,11,11,11
738,MO,MO0040,MO0040,CASS COUNTY PUBLIC LIBRARY,400 E MECHANIC ST,HARRISONVILLE,64701,2428,400 E MECHANIC ST,HARRISONVILLE,64701,2428,CASS,8163804600,ME,LD,MO,Y,CO1,N,01/01/2018,12/31/2018,99478,99478,0,7,1,1.0,6.33,27.0,33.33,2488211,48095,7392,79026,2622724,1126117,373152,1499269,160307,44682,22631,227620,688449,2415338,0,0,0,0,0,0,202777,76214,6093,11406,23262,362,4,12,16,48,16276,186426,11245,50453,466788,180733,51438,415350,32995,84433,499783,32870,46507,1812,1000,204,32869,24917,1957,128,39899,15542,716119,2019,4,1,0,0,0,-94.3464,38.65312,29,37,30610,105780,31,31,609.04,2085,2904,28140,0,A,1400000US29037060904,3229,2860,45,18,21,2,60,223,0.8857231340972437,0.013936203158872717,0.005574481263549086,0.006503561474140601,0.0006193868070610096,0.018581604211830288,0.06906162898730257,24.9,23.8,12.0,42565.0,CASS COUNTY PUBLIC LIBRARY,4.0,6.0,9,9,10,10,10
739,MO,MO0075,MO0075,FARMINGTON PUBLIC LIBRARY,101 NORTH A STREET,FARMINGTON,63640,1762,101 NORTH A STREET,FARMINGTON,63640,1762,ST. FRANCOIS,5737565779,ME,CI,SO,Y,CI1,N,10/01/2018,09/30/2019,16240,16240,1,0,0,1.0,3.0,6.0,9.0,379699,8342,0,0,388041,244060,51634,295694,35990,4857,7516,48363,44758,388815,0,0,0,0,0,0,44658,75820,2371,11286,1664,362,1,12,13,75,2958,127708,2887,14890,111683,23641,24188,87495,3662,27850,115345,331,698,343,183,27,5043,3035,122,39,11990,3716,-1,2019,4,1,0,0,0,-90.4243,37.78162,29,187,23752,67215,32,32,9509.02,2026,2908,22100,1,A,1400000US29187950902,7399,6090,878,35,61,0,49,286,0.8230842005676443,0.11866468441681308,0.004730368968779565,0.008244357345587242,0.0,0.006622516556291391,0.038653872144884444,19.9,21.1,18.6,40417.0,FARMINGTON PUBLIC LIBRARY,6.0,8.0,4,6,3,4,5
